template,prompt,target,llama_result,llama_answer
P937,Noel Pemberton Billing took up work in ,London,library,"Noel Pemberton Billing took up work in  library
"
P937,Allen Shawn took up work in ,Vermont,library,"Allen Shawn took up work in  library
"
P937,Alois Senefelder took up work in ,Munich,library,"Alois Senefelder took up work in  library
"
P937,Joseph Priestley took up work in ,Paris,library,"Joseph Priestley took up work in  library
"
P937,Arthur Meighen took up work in ,Ottawa,library,"Arthur Meighen took up work in  library
"
P937,Bob Rae took up work in ,Ottawa,library,"Bob Rae took up work in  library
"
P937,"Arthur Wellesley, 1st Duke of Wellington took up work in ",London,library,"Arthur Wellesley, 1st Duke of Wellington took up work in  library
"
P937,Paul Klee took up work in ,Munich,library,"Paul Klee took up work in  library
"
P937,Thomas van Erpe took up work in ,Leiden,library,"Thomas van Erpe took up work in  library
"
P937,Wojciech Rubinowicz took up work in ,Lviv,library,"Wojciech Rubinowicz took up work in  library
"
P937,Wojciech Rubinowicz took up work in ,Lviv,London,"Wojciech Rubinowicz took up work in  London
"
P937,Wojciech Rubinowicz took up work in ,Warsaw,library,"Wojciech Rubinowicz took up work in  library
"
P937,Wojciech Rubinowicz took up work in ,Warsaw,London,"Wojciech Rubinowicz took up work in  London
"
P937,Renata Polverini took up work in ,Rome,Sydney,"Renata Polverini took up work in  Sydney
"
P937,Aleksandr Maltsev took up work in ,Moscow,library,"Aleksandr Maltsev took up work in  library
"
P937,Anthony Fisher took up work in ,Sydney,library,"Anthony Fisher took up work in  library
"
P937,Otto van Veen took up work in ,Antwerp,library,"Otto van Veen took up work in  library
"
P937,Paul Ehrlich took up work in ,Frankfurt,library,"Paul Ehrlich took up work in  library
"
P937,Massimo D'Alema took up work in ,Rome,Italy,"Massimo D'Alema took up work in  Italy
"
P937,John Calvin took up work in ,Geneva,Italy,"John Calvin took up work in  Italy
"
P937,William Home Lizars took up work in ,Edinburgh,Italy,"William Home Lizars took up work in  Italy
"
P937,Jean-Louis Roux took up work in ,Ottawa,Italy,"Jean-Louis Roux took up work in  Italy
"
P937,Jean Sibelius took up work in ,Helsinki,Italy,"Jean Sibelius took up work in  Italy
"
P937,Lucio Colletti took up work in ,Rome,Italy,"Lucio Colletti took up work in  Italy
"
P937,John Prescott took up work in ,London,Italy,"John Prescott took up work in  Italy
"
P937,Gloria Estefan took up work in ,Miami,Italy,"Gloria Estefan took up work in  Italy
"
P937,Adolf Hitler took up work in ,Vienna,Italy,"Adolf Hitler took up work in  Italy
"
P937,Marcus Musurus took up work in ,Venice,Italy,"Marcus Musurus took up work in  Italy
"
P937,Frederik Kaiser took up work in ,Leiden,Italy,"Frederik Kaiser took up work in  Italy
"
P937,William Wilberforce took up work in ,London,Italy,"William Wilberforce took up work in  Italy
"
P937,Golda Meir took up work in ,Jerusalem,Italy,"Golda Meir took up work in  Italy
"
P937,Gottfried August Homilius took up work in ,Dresden,Rome,"Gottfried August Homilius took up work in  Rome
"
P937,Pierre Mauroy took up work in ,Paris,Italy,"Pierre Mauroy took up work in  Italy
"
P937,Menachem Begin took up work in ,Jerusalem,Italy,"Menachem Begin took up work in  Italy
"
P937,Xavier Zubiri took up work in ,Madrid,Italy,"Xavier Zubiri took up work in  Italy
"
P937,Herbert von Bismarck took up work in ,Berlin,Rome,"Herbert von Bismarck took up work in  Rome
"
P937,Christian Rudolph Wilhelm Wiedemann took up work in ,Kiel,Italy,"Christian Rudolph Wilhelm Wiedemann took up work in  Italy
"
P937,Adam Makowicz took up work in ,Toronto,Italy,"Adam Makowicz took up work in  Italy
"
P937,Pierre Audi took up work in ,Amsterdam,Italy,"Pierre Audi took up work in  Italy
"
P937,Eduard Marxsen took up work in ,Hamburg,Italy,"Eduard Marxsen took up work in  Italy
"
P937,Erasmus took up work in ,Rotterdam,Italy,"Erasmus took up work in  Italy
"
P937,Tobias Rehberger took up work in ,Frankfurt,Italy,"Tobias Rehberger took up work in  Italy
"
P937,Aldus Manutius took up work in ,Venice,Italy,"Aldus Manutius took up work in  Italy
"
P937,Jacques Gillot took up work in ,Paris,Italy,"Jacques Gillot took up work in  Italy
"
P937,Giacomo Devoto took up work in ,Florence,Italy,"Giacomo Devoto took up work in  Italy
"
P937,Wilfrid Laurier took up work in ,Ottawa,Italy,"Wilfrid Laurier took up work in  Italy
"
P937,Ole Jacob Broch took up work in ,Oslo,Italy,"Ole Jacob Broch took up work in  Italy
"
P937,Pasquale Cicogna took up work in ,Venice,Rome,"Pasquale Cicogna took up work in  Rome
"
P937,Martin Carlin took up work in ,Paris,Italy,"Martin Carlin took up work in  Italy
"
P937,Carolyn Christov-Bakargiev took up work in ,Turin,Italy,"Carolyn Christov-Bakargiev took up work in  Italy
"
P937,John Munch took up work in ,Baltimore,Vienna,"John Munch took up work in  Vienna
"
P937,Ernest Picard took up work in ,Paris,Vienna,"Ernest Picard took up work in  Vienna
"
P937,Nathan Appleton took up work in ,Boston,Vienna,"Nathan Appleton took up work in  Vienna
"
P937,Alfred Hettner took up work in ,Heidelberg,London,"Alfred Hettner took up work in  London
"
P937,Paul Bonatz took up work in ,Stuttgart,Vienna,"Paul Bonatz took up work in  Vienna
"
P937,Johan Theorin took up work in ,Gothenburg,London,"Johan Theorin took up work in  London
"
P937,Adolf Brand took up work in ,Berlin,bern,"Adolf Brand took up work in bern
"
P937,Mac Harb took up work in ,Ottawa,Vienna,"Mac Harb took up work in  Vienna
"
P937,John Sparrow David Thompson took up work in ,Ottawa,Italy,"John Sparrow David Thompson took up work in  Italy
"
P937,Pierre Laval took up work in ,Paris,Vienna,"Pierre Laval took up work in  Vienna
"
P937,Athanase David took up work in ,Montreal,London,"Athanase David took up work in  London
"
P937,Roland Orzabal took up work in ,Bath,Italy,"Roland Orzabal took up work in  Italy
"
P937,Jean-Victor Poncelet took up work in ,Metz,Italy,"Jean-Victor Poncelet took up work in  Italy
"
P937,"David Maxwell Fyfe, 1st Earl of Kilmuir took up work in ",London,Italy,"David Maxwell Fyfe, 1st Earl of Kilmuir took up work in  Italy
"
P937,Joseph Roth took up work in ,Berlin,bern,"Joseph Roth took up work in bern
"
P937,Taylor Swift took up work in ,Nashville,bern,"Taylor Swift took up work in bern
"
P937,"William Wills, 1st Baron Winterstoke took up work in ",London,Italy,"William Wills, 1st Baron Winterstoke took up work in  Italy
"
P937,James Watt took up work in ,Glasgow,Vienna,"James Watt took up work in  Vienna
"
P937,Peter Novick took up work in ,Chicago,Vienna,"Peter Novick took up work in  Vienna
"
P937,Otto Hauser took up work in ,Berlin,Vienna,"Otto Hauser took up work in  Vienna
"
P937,Solange Fernex took up work in ,Strasbourg,London,"Solange Fernex took up work in  London
"
P937,Magnus Hirschfeld took up work in ,Berlin,Italy,"Magnus Hirschfeld took up work in  Italy
"
P937,John D. Rockefeller took up work in ,Cleveland,Italy,"John D. Rockefeller took up work in  Italy
"
P937,Samuel Griswold Goodrich took up work in ,Boston,London,"Samuel Griswold Goodrich took up work in  London
"
P937,Pablo Picasso took up work in ,Paris,Vienna,"Pablo Picasso took up work in  Vienna
"
P937,Arno Holz took up work in ,Berlin,Vienna,"Arno Holz took up work in  Vienna
"
P937,David Owen took up work in ,London,Vienna,"David Owen took up work in  Vienna
"
P937,Philipp Otto Runge took up work in ,Hamburg,London,"Philipp Otto Runge took up work in  London
"
P937,Reinhard Goebel took up work in ,Salzburg,Italy,"Reinhard Goebel took up work in  Italy
"
P937,Reinhard Goebel took up work in ,Salzburg,Moscow,"Reinhard Goebel took up work in  Moscow
"
P937,Reinhard Goebel took up work in ,Cologne,Italy,"Reinhard Goebel took up work in  Italy
"
P937,Reinhard Goebel took up work in ,Cologne,Moscow,"Reinhard Goebel took up work in  Moscow
"
P937,"Dudley Marjoribanks, 1st Baron Tweedmouth took up work in ",London,Italy,"Dudley Marjoribanks, 1st Baron Tweedmouth took up work in  Italy
"
P937,Rudolf Carnap took up work in ,Prague,Vienna,"Rudolf Carnap took up work in  Vienna
"
P937,Arthur Griffith took up work in ,London,London,"Arthur Griffith took up work in  London
"
P937,William Tudor took up work in ,Boston,London,"William Tudor took up work in  London
"
P937,Antonio Gava took up work in ,Rome,London,"Antonio Gava took up work in  London
"
P937,Marcelo Caetano took up work in ,Portugal,London,"Marcelo Caetano took up work in  London
"
P937,Josef Hofmann took up work in ,Philadelphia,London,"Josef Hofmann took up work in  London
"
P937,Laurent Cars took up work in ,Paris,London,"Laurent Cars took up work in  London
"
P937,Philip Pullman took up work in ,Oxford,London,"Philip Pullman took up work in  London
"
P937,Daniele Capezzone took up work in ,Rome,London,"Daniele Capezzone took up work in  London
"
P937,George Walden took up work in ,London,London,"George Walden took up work in  London
"
P937,Reginald Maudling took up work in ,London,London,"Reginald Maudling took up work in  London
"
P937,Rosa Luxemburg took up work in ,Berlin,London,"Rosa Luxemburg took up work in  London
"
P937,Rosa Luxemburg took up work in ,Berlin,Hamburg,"Rosa Luxemburg took up work in  Hamburg
"
P937,Rosa Luxemburg took up work in ,Warsaw,London,"Rosa Luxemburg took up work in  London
"
P937,Rosa Luxemburg took up work in ,Warsaw,Hamburg,"Rosa Luxemburg took up work in  Hamburg
"
P937,Hilaire Belloc took up work in ,London,London,"Hilaire Belloc took up work in  London
"
P937,Wolfgang Capito took up work in ,Basel,London,"Wolfgang Capito took up work in  London
"
P937,Viktor Mikhailovich Vasnetsov took up work in ,Kiev,London,"Viktor Mikhailovich Vasnetsov took up work in  London
"
P937,Daniel Ernst Jablonski took up work in ,Berlin,London,"Daniel Ernst Jablonski took up work in  London
"
P937,Hennes Weisweiler took up work in ,Cologne,London,"Hennes Weisweiler took up work in  London
"
P937,Davie Fulton took up work in ,Ottawa,London,"Davie Fulton took up work in  London
"
P937,Antoine Coypel took up work in ,Paris,London,"Antoine Coypel took up work in  London
"
P937,Pierre Bayle took up work in ,Rotterdam,London,"Pierre Bayle took up work in  London
"
P937,Helle Thorning-Schmidt took up work in ,Copenhagen,London,"Helle Thorning-Schmidt took up work in  London
"
P937,Hans Fallada took up work in ,Berlin,London,"Hans Fallada took up work in  London
"
P937,Axel Honneth took up work in ,Frankfurt,London,"Axel Honneth took up work in  London
"
P937,Gunnar Garbo took up work in ,Oslo,London,"Gunnar Garbo took up work in  London
"
P937,"Peter Walker, Baron Walker of Worcester took up work in ",London,London,"Peter Walker, Baron Walker of Worcester took up work in  London
"
P937,John Henry Newman took up work in ,Rome,London,"John Henry Newman took up work in  London
"
P937,John Henry Newman took up work in ,Rome,Philadelphia,"John Henry Newman took up work in  Philadelphia
"
P937,John Henry Newman took up work in ,Birmingham,London,"John Henry Newman took up work in  London
"
P937,John Henry Newman took up work in ,Birmingham,Philadelphia,"John Henry Newman took up work in  Philadelphia
"
P937,Ed Broadbent took up work in ,Ottawa,London,"Ed Broadbent took up work in  London
"
P937,Friedrich Gottlob Hayne took up work in ,Berlin,London,"Friedrich Gottlob Hayne took up work in  London
"
P937,William Primrose took up work in ,Philadelphia,London,"William Primrose took up work in  London
"
P937,Kid Rock took up work in ,Detroit,London,"Kid Rock took up work in  London
"
P937,Raymond Flynn took up work in ,Boston,London,"Raymond Flynn took up work in  London
"
P937,Christian Lorenz took up work in ,Berlin,London,"Christian Lorenz took up work in  London
"
P937,Martin Buber took up work in ,Jerusalem,London,"Martin Buber took up work in  London
"
P937,Robert Keayne took up work in ,Boston,London,"Robert Keayne took up work in  London
"
P937,Juliusz Kossak took up work in ,Paris,London,"Juliusz Kossak took up work in  London
"
P937,Moshe Dayan took up work in ,Jerusalem,London,"Moshe Dayan took up work in  London
"
P937,Johann Heinrich Roos took up work in ,Frankfurt,London,"Johann Heinrich Roos took up work in  London
"
P937,Heinrich Graetz took up work in ,Munich,London,"Heinrich Graetz took up work in  London
"
P937,George Osborne took up work in ,London,London,"George Osborne took up work in  London
"
P937,"George Cadogan, 5th Earl Cadogan took up work in ",London,London,"George Cadogan, 5th Earl Cadogan took up work in  London
"
P937,"John Hunt, Baron Hunt took up work in ",London,London,"John Hunt, Baron Hunt took up work in  London
"
P937,Cesare Brandi took up work in ,Siena,London,"Cesare Brandi took up work in  London
"
P937,Joseph Whitworth took up work in ,Manchester,London,"Joseph Whitworth took up work in  London
"
P937,Karl Farkas took up work in ,Vienna,London,"Karl Farkas took up work in  London
"
P937,Lord George Russell took up work in ,London,London,"Lord George Russell took up work in  London
"
P937,Roy Barnes took up work in ,Atlanta,London,"Roy Barnes took up work in  London
"
P937,"Sir Thomas Buxton, 1st Baronet took up work in ",London,London,"Sir Thomas Buxton, 1st Baronet took up work in  London
"
P937,Hermann Schwarz took up work in ,Berlin,London,"Hermann Schwarz took up work in  London
"
P937,Heinrich Simroth took up work in ,Leipzig,London,"Heinrich Simroth took up work in  London
"
P937,Hermann Hesse took up work in ,Bern,London,"Hermann Hesse took up work in  London
"
P937,Karl May took up work in ,Dresden,London,"Karl May took up work in  London
"
P937,Franz Werfel took up work in ,Vienna,London,"Franz Werfel took up work in  London
"
P937,Angela Merkel took up work in ,Berlin,London,"Angela Merkel took up work in  London
"
P937,Jonathan Meese took up work in ,Hamburg,London,"Jonathan Meese took up work in  London
"
P937,Jonathan Meese took up work in ,Hamburg,London,"Jonathan Meese took up work in  London
"
P937,Jonathan Meese took up work in ,Berlin,London,"Jonathan Meese took up work in  London
"
P937,Jonathan Meese took up work in ,Berlin,London,"Jonathan Meese took up work in  London
"
P937,Pascual Cervera y Topete took up work in ,Madrid,London,"Pascual Cervera y Topete took up work in  London
"
P937,Thorvald Stauning took up work in ,Copenhagen,London,"Thorvald Stauning took up work in  London
"
P937,"John Hamilton-Gordon, 1st Marquess of Aberdeen and Temair took up work in ",London,London,"John Hamilton-Gordon, 1st Marquess of Aberdeen and Temair took up work in  London
"
P937,Marco Pannella took up work in ,Rome,London,"Marco Pannella took up work in  London
"
P937,Edward Shortt took up work in ,London,London,"Edward Shortt took up work in  London
"
P937,Jean-Baptiste Henri Lacordaire took up work in ,Paris,London,"Jean-Baptiste Henri Lacordaire took up work in  London
"
P937,Louis Jules Trochu took up work in ,Paris,London,"Louis Jules Trochu took up work in  London
"
P937,Yehuda Leib Maimon took up work in ,Jerusalem,London,"Yehuda Leib Maimon took up work in  London
"
P937,Carl Ritter took up work in ,Berlin,London,"Carl Ritter took up work in  London
"
P937,"Thomas Wynn, 1st Baron Newborough took up work in ",London,London,"Thomas Wynn, 1st Baron Newborough took up work in  London
"
P937,Wolfgang Niedecken took up work in ,Cologne,Leipzig,"Wolfgang Niedecken took up work in  Leipzig
"
P937,John A. Hanna took up work in ,Harrisburg,Leipzig,"John A. Hanna took up work in  Leipzig
"
P937,Lionel Nathan de Rothschild took up work in ,London,Leipzig,"Lionel Nathan de Rothschild took up work in  Leipzig
"
P937,Asger Hamerik took up work in ,Copenhagen,Leipzig,"Asger Hamerik took up work in  Leipzig
"
P937,Tribuno Memmo took up work in ,Venice,Leipzig,"Tribuno Memmo took up work in  Leipzig
"
P937,Johann Fust took up work in ,Mainz,Hamburg,"Johann Fust took up work in  Hamburg
"
P937,Samuel Brannan took up work in ,Sacramento,Hamburg,"Samuel Brannan took up work in  Hamburg
"
P937,Franz Xaver Gabelsberger took up work in ,Munich,Leipzig,"Franz Xaver Gabelsberger took up work in  Leipzig
"
P937,Pierre Soulages took up work in ,Paris,Hamburg,"Pierre Soulages took up work in  Hamburg
"
P937,Peder Anker took up work in ,Oslo,Leipzig,"Peder Anker took up work in  Leipzig
"
P937,Norbert Bisky took up work in ,Berlin,Leipzig,"Norbert Bisky took up work in  Leipzig
"
P937,John Redmond took up work in ,London,Hamburg,"John Redmond took up work in  Hamburg
"
P937,Giovanni Bassano took up work in ,Venice,Hamburg,"Giovanni Bassano took up work in  Hamburg
"
P937,"George G. Siebels, Jr. took up work in ",Montgomery,Leipzig,"George G. Siebels, Jr. took up work in  Leipzig
"
P937,Julio Le Parc took up work in ,Paris,Leipzig,"Julio Le Parc took up work in  Leipzig
"
P937,Fouad Twal took up work in ,Jerusalem,Leipzig,"Fouad Twal took up work in  Leipzig
"
P937,B.o.B took up work in ,Atlanta,Leipzig,"B.o.B took up work in  Leipzig
"
P937,Pierre Joxe took up work in ,Paris,Leipzig,"Pierre Joxe took up work in  Leipzig
"
P937,Andrew Card took up work in ,Boston,Bern,"Andrew Card took up work in  Bern
"
P937,Jules Moch took up work in ,Paris,Hamburg,"Jules Moch took up work in  Hamburg
"
P937,Dietrich Brandis took up work in ,Bonn,Leipzig,"Dietrich Brandis took up work in  Leipzig
"
P937,Simon Beckett took up work in ,Sheffield,Hamburg,"Simon Beckett took up work in  Hamburg
"
P937,Joachim Murat took up work in ,Paris,Leipzig,"Joachim Murat took up work in  Leipzig
"
P937,Eleftherios Venizelos took up work in ,Athens,Leipzig,"Eleftherios Venizelos took up work in  Leipzig
"
P937,Gerard Mortier took up work in ,Paris,Leipzig,"Gerard Mortier took up work in  Leipzig
"
P937,Wolfgang Schuster took up work in ,Stuttgart,Hamburg,"Wolfgang Schuster took up work in  Hamburg
"
P937,"Liutbert, Archbishop of Mainz took up work in ",Mainz,Leipzig,"Liutbert, Archbishop of Mainz took up work in  Leipzig
"
P937,Johan Christian Heuch took up work in ,Oslo,Leipzig,"Johan Christian Heuch took up work in  Leipzig
"
P937,Gaston d'Audiffret-Pasquier took up work in ,Paris,Leipzig,"Gaston d'Audiffret-Pasquier took up work in  Leipzig
"
P937,Iain Macleod took up work in ,London,Leipzig,"Iain Macleod took up work in  Leipzig
"
P937,Charles Clarke took up work in ,London,Hamburg,"Charles Clarke took up work in  Hamburg
"
P937,Robert Bellarmine took up work in ,Rome,Italy,"Robert Bellarmine took up work in  Italy
"
P937,Mona Mur took up work in ,Berlin,Rome,"Mona Mur took up work in  Rome
"
P937,Archduke Franz Ferdinand took up work in ,Vienna,Italy,"Archduke Franz Ferdinand took up work in  Italy
"
P937,Abraham Berliner took up work in ,Berlin,Rome,"Abraham Berliner took up work in  Rome
"
P937,Carl Gustav Carus took up work in ,Dresden,Italy,"Carl Gustav Carus took up work in  Italy
"
P937,Hans Litten took up work in ,Berlin,Rome,"Hans Litten took up work in  Rome
"
P937,Wols took up work in ,Paris,Rome,"Wols took up work in  Rome
"
P937,Otto Harrassowitz took up work in ,Leipzig,Italy,"Otto Harrassowitz took up work in  Italy
"
P937,Paulus Manutius took up work in ,Venice,Italy,"Paulus Manutius took up work in  Italy
"
P937,Paulus Manutius took up work in ,Venice,Paris,"Paulus Manutius took up work in  Paris
"
P937,Paulus Manutius took up work in ,Rome,Italy,"Paulus Manutius took up work in  Italy
"
P937,Paulus Manutius took up work in ,Rome,Paris,"Paulus Manutius took up work in  Paris
"
P937,Hans Erich Apostel took up work in ,Vienna,Italy,"Hans Erich Apostel took up work in  Italy
"
P937,"Robert Grosvenor, 1st Baron Ebury took up work in ",London,Italy,"Robert Grosvenor, 1st Baron Ebury took up work in  Italy
"
P937,Rory Stewart took up work in ,Kabul,Rome,"Rory Stewart took up work in  Rome
"
P937,Georges Clemenceau took up work in ,Paris,Italy,"Georges Clemenceau took up work in  Italy
"
P937,Roland Freisler took up work in ,Berlin,Italy,"Roland Freisler took up work in  Italy
"
P937,Robby Maria took up work in ,Berlin,Rome,"Robby Maria took up work in  Rome
"
P937,Wojciech Roszkowski took up work in ,Warsaw,Italy,"Wojciech Roszkowski took up work in  Italy
"
P937,Grand Duke Alexander Mikhailovich of Russia took up work in ,Paris,Italy,"Grand Duke Alexander Mikhailovich of Russia took up work in  Italy
"
P937,Robert Charles Winthrop took up work in ,Boston,Italy,"Robert Charles Winthrop took up work in  Italy
"
P937,Jean-Jacques Grunenwald took up work in ,Paris,Italy,"Jean-Jacques Grunenwald took up work in  Italy
"
P937,Hinrich Lichtenstein took up work in ,Berlin,Italy,"Hinrich Lichtenstein took up work in  Italy
"
P937,Elisabeth Kopp took up work in ,Bern,Rome,"Elisabeth Kopp took up work in  Rome
"
P937,Christian Birch-Reichenwald took up work in ,Oslo,Italy,"Christian Birch-Reichenwald took up work in  Italy
"
P937,Christian Bohr took up work in ,Copenhagen,Rome,"Christian Bohr took up work in  Rome
"
P937,Boris Nemtsov took up work in ,Moscow,Italy,"Boris Nemtsov took up work in  Italy
"
P937,Sebastiano Timpanaro took up work in ,Florence,Italy,"Sebastiano Timpanaro took up work in  Italy
"
P937,Adolph Kolping took up work in ,Cologne,Italy,"Adolph Kolping took up work in  Italy
"
P937,Carl Flesch took up work in ,Berlin,Italy,"Carl Flesch took up work in  Italy
"
P937,Ferdinand Brokoff took up work in ,Prague,Italy,"Ferdinand Brokoff took up work in  Italy
"
P937,Alessandro Achillini took up work in ,Bologna,Italy,"Alessandro Achillini took up work in  Italy
"
P937,Christoph Bernhard took up work in ,Dresden,Rome,"Christoph Bernhard took up work in  Rome
"
P937,Eduard Devrient took up work in ,Dresden,Italy,"Eduard Devrient took up work in  Italy
"
P937,H. C. Artmann took up work in ,Vienna,Vienna,"H. C. Artmann took up work in  Vienna
"
P937,Baldur von Schirach took up work in ,Berlin,Vienna,"Baldur von Schirach took up work in  Vienna
"
P937,Joseph Daul took up work in ,Strasbourg,Berlin,"Joseph Daul took up work in  Berlin
"
P937,Georges Aperghis took up work in ,Paris,Vienna,"Georges Aperghis took up work in  Vienna
"
P937,Hieronymus Andreae took up work in ,Nuremberg,Vienna,"Hieronymus Andreae took up work in  Vienna
"
P937,"Archie Hamilton, Baron Hamilton of Epsom took up work in ",London,Vienna,"Archie Hamilton, Baron Hamilton of Epsom took up work in  Vienna
"
P937,Robin Rhode took up work in ,Berlin,Berlin,"Robin Rhode took up work in  Berlin
"
P937,Francesco Morosini took up work in ,Venice,library,"Francesco Morosini took up work in  library
"
P937,Isaac Casaubon took up work in ,Geneva,library,"Isaac Casaubon took up work in  library
"
P937,Carl Mayer took up work in ,Berlin,Berlin,"Carl Mayer took up work in  Berlin
"
P937,Jacques Auguste de Thou took up work in ,Paris,Vienna,"Jacques Auguste de Thou took up work in  Vienna
"
P937,James Joyce took up work in ,Paris,Berlin,"James Joyce took up work in  Berlin
"
P937,Giovanni Dolfin took up work in ,Venice,library,"Giovanni Dolfin took up work in  library
"
P937,Theo Mackeben took up work in ,Berlin,library,"Theo Mackeben took up work in  library
"
P937,William Kentridge took up work in ,Johannesburg,Berlin,"William Kentridge took up work in  Berlin
"
P937,Mustafa Khalil took up work in ,Cairo,Vienna,"Mustafa Khalil took up work in  Vienna
"
P937,Philipp Scheidemann took up work in ,Berlin,library,"Philipp Scheidemann took up work in  library
"
P937,Jean Alaux took up work in ,Rome,library,"Jean Alaux took up work in  library
"
P937,Michael Gerard Bauer took up work in ,Brisbane,Vienna,"Michael Gerard Bauer took up work in  Vienna
"
P937,Willie Whitelaw took up work in ,London,Vienna,"Willie Whitelaw took up work in  Vienna
"
P937,Waldemar Kraft took up work in ,Bonn,library,"Waldemar Kraft took up work in  library
"
P937,Nicolas Bergasse took up work in ,Paris,Berlin,"Nicolas Bergasse took up work in  Berlin
"
P937,Pieter Codde took up work in ,Amsterdam,Vienna,"Pieter Codde took up work in  Vienna
"
P937,Antonio Francesco Gori took up work in ,Florence,library,"Antonio Francesco Gori took up work in  library
"
P937,Harry Harkimo took up work in ,Helsinki,library,"Harry Harkimo took up work in  library
"
P937,Ferdinand Boberg took up work in ,Stockholm,Berlin,"Ferdinand Boberg took up work in  Berlin
"
P937,Emmanuel Servais took up work in ,Luxembourg,Vienna,"Emmanuel Servais took up work in  Vienna
"
P937,Jonathan Kozol took up work in ,Boston,library,"Jonathan Kozol took up work in  library
"
P937,Islamic State of Iraq took up work in ,Iraq,Vienna,"Islamic State of Iraq took up work in  Vienna
"
P937,Gyles Brandreth took up work in ,London,Vienna,"Gyles Brandreth took up work in  Vienna
"
P937,"Henry Brougham, 1st Baron Brougham and Vaux took up work in ",London,Vienna,"Henry Brougham, 1st Baron Brougham and Vaux took up work in  Vienna
"
P937,Dimitrios Gounaris took up work in ,Athens,Vienna,"Dimitrios Gounaris took up work in  Vienna
"
P937,Jean-Baptiste Teste took up work in ,Paris,Paris,"Jean-Baptiste Teste took up work in  Paris
"
P937,Kool Savas took up work in ,Berlin,Paris,"Kool Savas took up work in  Paris
"
P937,Friedrich Goldmann took up work in ,Berlin,Paris,"Friedrich Goldmann took up work in  Paris
"
P937,Bruno Kreisky took up work in ,Vienna,Paris,"Bruno Kreisky took up work in  Paris
"
P937,Bastian Pastewka took up work in ,Cologne,Paris,"Bastian Pastewka took up work in  Paris
"
P937,Hedda Hopper took up work in ,Hollywood,Paris,"Hedda Hopper took up work in  Paris
"
P937,Nikolai Nissen Paus took up work in ,Oslo,Paris,"Nikolai Nissen Paus took up work in  Paris
"
P937,Hildebold took up work in ,Cologne,Paris,"Hildebold took up work in  Paris
"
P937,Jennifer Granholm took up work in ,Michigan,Paris,"Jennifer Granholm took up work in  Paris
"
P937,Joseph Locke took up work in ,London,Paris,"Joseph Locke took up work in  Paris
"
P937,Frans Floris I took up work in ,Antwerp,Paris,"Frans Floris I took up work in  Paris
"
P937,Urwah ibn Zubayr took up work in ,Medina,Paris,"Urwah ibn Zubayr took up work in  Paris
"
P937,Javier Solana took up work in ,Madrid,Paris,"Javier Solana took up work in  Paris
"
P937,Michael Foot took up work in ,London,Paris,"Michael Foot took up work in  Paris
"
P937,Antonio Bertoloni took up work in ,Bologna,Paris,"Antonio Bertoloni took up work in  Paris
"
P937,John Engler took up work in ,Lansing,Paris,"John Engler took up work in  Paris
"
P937,Gustav Lindau took up work in ,Berlin,Paris,"Gustav Lindau took up work in  Paris
"
P937,Giovanni Battista Grassi took up work in ,Rome,Paris,"Giovanni Battista Grassi took up work in  Paris
"
P937,Josef Bohuslav Foerster took up work in ,Prague,Paris,"Josef Bohuslav Foerster took up work in  Paris
"
P937,Francesco Rutelli took up work in ,Rome,Paris,"Francesco Rutelli took up work in  Paris
"
P937,"Walter Rothschild, 2nd Baron Rothschild took up work in ",London,Paris,"Walter Rothschild, 2nd Baron Rothschild took up work in  Paris
"
P937,Ludwig Gies took up work in ,Berlin,Paris,"Ludwig Gies took up work in  Paris
"
P937,Albertus Magnus took up work in ,Cologne,Paris,"Albertus Magnus took up work in  Paris
"
P937,Samuel Naumbourg took up work in ,Paris,Paris,"Samuel Naumbourg took up work in  Paris
"
P937,Gerakan Pramuka Indonesia took up work in ,Indonesia,Paris,"Gerakan Pramuka Indonesia took up work in  Paris
"
P937,Tullio De Mauro took up work in ,Rome,Paris,"Tullio De Mauro took up work in  Paris
"
P937,Conrad von Soest took up work in ,Dortmund,Paris,"Conrad von Soest took up work in  Paris
"
P937,Johann Hinrich Wichern took up work in ,Hamburg,Paris,"Johann Hinrich Wichern took up work in  Paris
"
P937,Otto Suhr took up work in ,Berlin,Paris,"Otto Suhr took up work in  Paris
"
P937,Fredrika Bremer took up work in ,Stockholm,Paris,"Fredrika Bremer took up work in  Paris
"
P937,Karl Krumbacher took up work in ,Munich,Paris,"Karl Krumbacher took up work in  Paris
"
P937,Otto von Bismarck took up work in ,Berlin,Paris,"Otto von Bismarck took up work in  Paris
"
P937,William B. Hartsfield took up work in ,Atlanta,Atlanta,"William B. Hartsfield took up work in  Atlanta
"
P937,Alexander von Nordmann took up work in ,Helsinki,Chicago,"Alexander von Nordmann took up work in  Chicago
"
P937,Francesco Guardi took up work in ,Venice,Atlanta,"Francesco Guardi took up work in  Atlanta
"
P937,Dominique Joseph Garat took up work in ,Paris,Atlanta,"Dominique Joseph Garat took up work in  Atlanta
"
P937,Trilussa took up work in ,Rome,Chicago,"Trilussa took up work in  Chicago
"
P937,Ferhat Abbas took up work in ,Paris,Chicago,"Ferhat Abbas took up work in  Chicago
"
P937,"Nancy Astor, Viscountess Astor took up work in ",London,Atlanta,"Nancy Astor, Viscountess Astor took up work in  Atlanta
"
